"","time","age","gender","education","party","wom.refugees","wom.headscarf","wom.citizenship","wom.islam","wom.asylum","comment","list","subj","item","rating","item.string","item.type","pair"
"223","2022/05/31 11:49:58 AM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",75,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"224","2022/05/31 11:49:58 AM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",75,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"225","2022/05/31 11:49:58 AM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",75,"target",2,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"226","2022/05/31 12:08:03 PM GMT+2",20,"weiblich","Abitur","Die Partei","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"5",76,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"227","2022/05/31 12:08:03 PM GMT+2",20,"weiblich","Abitur","Die Partei","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"5",76,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"228","2022/05/31 12:08:03 PM GMT+2",20,"weiblich","Abitur","Die Partei","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"5",76,"target",4,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"229","2022/05/31 12:14:34 PM GMT+2",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"5",77,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"230","2022/05/31 12:14:34 PM GMT+2",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"5",77,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"231","2022/05/31 12:14:34 PM GMT+2",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"5",77,"target",3,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"232","2022/05/31 12:22:01 PM GMT+2",28,"weiblich","Studium","FDP","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"5",78,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"233","2022/05/31 12:22:01 PM GMT+2",28,"weiblich","Studium","FDP","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"5",78,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"234","2022/05/31 12:22:01 PM GMT+2",28,"weiblich","Studium","FDP","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"5",78,"target",2,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"235","2022/05/31 12:22:19 PM GMT+2",26,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"5",79,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"236","2022/05/31 12:22:19 PM GMT+2",26,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"5",79,"control.nc",2,"control.nc","control.nc","deutsches Staatsvolk"
"237","2022/05/31 12:22:19 PM GMT+2",26,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"5",79,"target",2,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"238","2022/05/31 12:27:50 PM GMT+2",53,"männlich","Abitur","CDU","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Neutral",NA,"5",80,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"239","2022/05/31 12:27:50 PM GMT+2",53,"männlich","Abitur","CDU","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Neutral",NA,"5",80,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"240","2022/05/31 12:27:50 PM GMT+2",53,"männlich","Abitur","CDU","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Neutral",NA,"5",80,"target",1,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"241","2022/05/31 12:28:25 PM GMT+2",19,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"5",81,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"242","2022/05/31 12:28:25 PM GMT+2",19,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"5",81,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"243","2022/05/31 12:28:25 PM GMT+2",19,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"5",81,"target",3,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"244","2022/05/31 12:44:53 PM GMT+2",22,"divers","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",83,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"245","2022/05/31 12:44:53 PM GMT+2",22,"divers","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",83,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"246","2022/05/31 12:44:53 PM GMT+2",22,"divers","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",83,"target",2,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"247","2022/05/31 12:47:06 PM GMT+2",19,"männlich","Abitur","FDP","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"5",84,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"248","2022/05/31 12:47:06 PM GMT+2",19,"männlich","Abitur","FDP","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"5",84,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"249","2022/05/31 12:47:06 PM GMT+2",19,"männlich","Abitur","FDP","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"5",84,"target",1,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"250","2022/05/31 12:49:53 PM GMT+2",23,"divers","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",85,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"251","2022/05/31 12:49:53 PM GMT+2",23,"divers","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",85,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"252","2022/05/31 12:49:53 PM GMT+2",23,"divers","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",85,"target",4,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"253","2022/05/31 12:53:26 PM GMT+2",38,"männlich","Studium","AfD","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"5",86,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"254","2022/05/31 12:53:26 PM GMT+2",38,"männlich","Studium","AfD","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"5",86,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"255","2022/05/31 12:53:26 PM GMT+2",38,"männlich","Studium","AfD","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"5",86,"target",1,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"256","2022/05/31 12:57:54 PM GMT+2",24,"weiblich","Abitur","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",88,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"257","2022/05/31 12:57:54 PM GMT+2",24,"weiblich","Abitur","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",88,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"258","2022/05/31 12:57:54 PM GMT+2",24,"weiblich","Abitur","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"5",88,"target",1,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"259","2022/05/31 12:58:01 PM GMT+2",25,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"5",89,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"260","2022/05/31 12:58:01 PM GMT+2",25,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"5",89,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"261","2022/05/31 12:58:01 PM GMT+2",25,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"5",89,"target",3,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"262","2022/05/31 1:09:44 PM GMT+2",27,"männlich","Realschule","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"5",90,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"263","2022/05/31 1:09:44 PM GMT+2",27,"männlich","Realschule","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"5",90,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"264","2022/05/31 1:09:44 PM GMT+2",27,"männlich","Realschule","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"5",90,"target",1,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"265","2022/05/31 1:12:29 PM GMT+2",22,"männlich","Realschule","Die PARTEI","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"5",91,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"266","2022/05/31 1:12:29 PM GMT+2",22,"männlich","Realschule","Die PARTEI","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"5",91,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"267","2022/05/31 1:12:29 PM GMT+2",22,"männlich","Realschule","Die PARTEI","Neutral","Neutral","Ich stimme zu","Neutral","Neutral",NA,"5",91,"target",2,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"268","2022/05/31 1:20:22 PM GMT+2",25,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Bei der Frage welche Partei ich wählen würde kann ich gerade keine Angabe machen, weil ich gerade nicht wählen würde. Ich schreibe das hier weil ich vermute dass der Sinn hinter der Frage die grobe politische Richtung der Befragten ist. Bei der letzten BTW habe ich die Linke gewählt und würde das jetzt nicht mehr tun wegen sowohl innerparteilichen Konflikten als auch die Außenpolitische Haltung einiger einflussreichen Personen in der Partei. Idealerweise würde ich eine demokratisch-sozialistische Partei wählen, es gibt in Deutschland nur keine die meinen Ansprüchen entspricht.","5",92,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"269","2022/05/31 1:20:22 PM GMT+2",25,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Bei der Frage welche Partei ich wählen würde kann ich gerade keine Angabe machen, weil ich gerade nicht wählen würde. Ich schreibe das hier weil ich vermute dass der Sinn hinter der Frage die grobe politische Richtung der Befragten ist. Bei der letzten BTW habe ich die Linke gewählt und würde das jetzt nicht mehr tun wegen sowohl innerparteilichen Konflikten als auch die Außenpolitische Haltung einiger einflussreichen Personen in der Partei. Idealerweise würde ich eine demokratisch-sozialistische Partei wählen, es gibt in Deutschland nur keine die meinen Ansprüchen entspricht.","5",92,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"270","2022/05/31 1:20:22 PM GMT+2",25,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Bei der Frage welche Partei ich wählen würde kann ich gerade keine Angabe machen, weil ich gerade nicht wählen würde. Ich schreibe das hier weil ich vermute dass der Sinn hinter der Frage die grobe politische Richtung der Befragten ist. Bei der letzten BTW habe ich die Linke gewählt und würde das jetzt nicht mehr tun wegen sowohl innerparteilichen Konflikten als auch die Außenpolitische Haltung einiger einflussreichen Personen in der Partei. Idealerweise würde ich eine demokratisch-sozialistische Partei wählen, es gibt in Deutschland nur keine die meinen Ansprüchen entspricht.","5",92,"target",2,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"271","2022/05/31 1:20:33 PM GMT+2",19,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"5",93,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"272","2022/05/31 1:20:33 PM GMT+2",19,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"5",93,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"273","2022/05/31 1:20:33 PM GMT+2",19,"männlich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"5",93,"target",2,"deutsche Staatsvolk","dog whistle","deutsches Staatsvolk"
"274","2022/05/31 2:29:21 PM GMT+2",32,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral",NA,"6",94,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"275","2022/05/31 2:29:21 PM GMT+2",32,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral",NA,"6",94,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"276","2022/05/31 2:29:21 PM GMT+2",32,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral",NA,"6",94,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"277","2022/05/31 2:36:40 PM GMT+2",26,"männlich","Studium","FDP","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"6",95,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"278","2022/05/31 2:36:40 PM GMT+2",26,"männlich","Studium","FDP","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"6",95,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"279","2022/05/31 2:36:40 PM GMT+2",26,"männlich","Studium","FDP","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"6",95,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"280","2022/05/31 2:41:47 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"6",96,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"281","2022/05/31 2:41:47 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"6",96,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"282","2022/05/31 2:41:47 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"6",96,"target",2,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"283","2022/05/31 2:44:25 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"6",97,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"284","2022/05/31 2:44:25 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"6",97,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"285","2022/05/31 2:44:25 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"6",97,"target",2,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"286","2022/05/31 2:59:35 PM GMT+2",19,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",98,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"287","2022/05/31 2:59:35 PM GMT+2",19,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",98,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"288","2022/05/31 2:59:35 PM GMT+2",19,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",98,"target",4,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"289","2022/05/31 3:01:24 PM GMT+2",20,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",99,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"290","2022/05/31 3:01:24 PM GMT+2",20,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",99,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"291","2022/05/31 3:01:24 PM GMT+2",20,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",99,"target",2,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"292","2022/05/31 3:05:28 PM GMT+2",29,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"6",100,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"293","2022/05/31 3:05:28 PM GMT+2",29,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"6",100,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"294","2022/05/31 3:05:28 PM GMT+2",29,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"6",100,"target",2,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"295","2022/05/31 3:07:55 PM GMT+2",24,"weiblich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"6",101,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"296","2022/05/31 3:07:55 PM GMT+2",24,"weiblich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"6",101,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"297","2022/05/31 3:07:55 PM GMT+2",24,"weiblich","Studium","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"6",101,"target",3,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"298","2022/05/31 3:12:34 PM GMT+2",25,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",102,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"299","2022/05/31 3:12:34 PM GMT+2",25,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",102,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"300","2022/05/31 3:12:34 PM GMT+2",25,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",102,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"301","2022/05/31 3:15:28 PM GMT+2",18,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"6",103,"control.c",4,"control.c","control.c","deutsches Staatsvolk"
"302","2022/05/31 3:15:28 PM GMT+2",18,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"6",103,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"303","2022/05/31 3:15:28 PM GMT+2",18,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme zu",NA,"6",103,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"304","2022/05/31 3:22:54 PM GMT+2",23,"männlich","Hauptschule","keine Angabe","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"6",104,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"305","2022/05/31 3:22:54 PM GMT+2",23,"männlich","Hauptschule","keine Angabe","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"6",104,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"306","2022/05/31 3:22:54 PM GMT+2",23,"männlich","Hauptschule","keine Angabe","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"6",104,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"307","2022/05/31 3:25:17 PM GMT+2",37,"männlich","Realschule","keine Angabe","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme zu",NA,"6",105,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"308","2022/05/31 3:25:17 PM GMT+2",37,"männlich","Realschule","keine Angabe","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme zu",NA,"6",105,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"309","2022/05/31 3:25:17 PM GMT+2",37,"männlich","Realschule","keine Angabe","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme zu",NA,"6",105,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"310","2022/05/31 3:26:09 PM GMT+2",31,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"6",106,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"311","2022/05/31 3:26:09 PM GMT+2",31,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"6",106,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"312","2022/05/31 3:26:09 PM GMT+2",31,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"6",106,"target",3,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"313","2022/05/31 3:30:17 PM GMT+2",20,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"6",107,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"314","2022/05/31 3:30:17 PM GMT+2",20,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"6",107,"control.nc",2,"control.nc","control.nc","deutsches Staatsvolk"
"315","2022/05/31 3:30:17 PM GMT+2",20,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"6",107,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"316","2022/05/31 3:32:29 PM GMT+2",22,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,"6",108,"control.c",4,"control.c","control.c","deutsches Staatsvolk"
"317","2022/05/31 3:32:29 PM GMT+2",22,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,"6",108,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"318","2022/05/31 3:32:29 PM GMT+2",22,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral",NA,"6",108,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"319","2022/05/31 3:34:04 PM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",109,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"320","2022/05/31 3:34:04 PM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",109,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"321","2022/05/31 3:34:04 PM GMT+2",21,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"6",109,"target",4,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"322","2022/05/31 3:38:29 PM GMT+2",19,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich habe kein Kommentar zu dieser Umfrage","6",110,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
"323","2022/05/31 3:38:29 PM GMT+2",19,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich habe kein Kommentar zu dieser Umfrage","6",110,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"324","2022/05/31 3:38:29 PM GMT+2",19,"männlich","Realschule","Grüne","Neutral","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich habe kein Kommentar zu dieser Umfrage","6",110,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"325","2022/05/31 3:38:58 PM GMT+2",23,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"6",111,"control.c",5,"control.c","control.c","deutsches Staatsvolk"
